path,filename,label,Question,original_text,Request,token_repeat_3,sentence_repeat_3,token_repeat_5,sentence_repeat_5,token_repeat_10,sentence_repeat_10
../data/image/carton/n02971356_7074.JPEG,n02971356_7074,carton,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What type of equipment is depicted in the picture?,The equipment depicted in the picture is a tape recorder.,The equipment depicted in the picture is a tape recorder recorder recorder recorder,The equipment depicted in the picture is a tape recorder The equipment depicted in the picture is a tape recorder The equipment depicted in the picture is a tape recorder,The equipment depicted in the picture is a tape recorder recorder recorder recorder recorder recorder,The equipment depicted in the picture is a tape recorder The equipment depicted in the picture is a tape recorder The equipment depicted in the picture is a tape recorder The equipment depicted in the picture is a tape recorder The equipment depicted in the picture is a tape recorder,The equipment depicted in the picture is a tape recorder recorder recorder recorder recorder recorder recorder recorder recorder recorder recorder,The equipment depicted in the picture is a tape recorder The equipment depicted in the picture is a tape recorder The equipment depicted in the picture is a tape recorder The equipment depicted in the picture is a tape recorder The equipment depicted in the picture is a tape recorder The equipment depicted in the picture is a tape recorder The equipment depicted in the picture is a tape recorder The equipment depicted in the picture is a tape recorder The equipment depicted in the picture is a tape recorder The equipment depicted in the picture is a tape recorder
../data/image/carton/n02971356_14134.JPEG,n02971356_14134,carton,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What type of origami box is depicted in the picture?,origami box,origami box box box box,origami box origami box origami box,origami box box box box box box,origami box origami box origami box origami box origami box,origami box box box box box box box box box box box,origami box origami box origami box origami box origami box origami box origami box origami box origami box origami box
../data/image/carton/n02971356_6724.JPEG,n02971356_6724,carton,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What product is being sold in this picture?,computer,computer computer computer computer,computer computer computer,computer computer computer computer computer computer,computer computer computer computer computer,computer computer computer computer computer computer computer computer computer computer computer,computer computer computer computer computer computer computer computer computer computer
../data/image/carton/n02971356_30993.JPEG,n02971356_30993,carton,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What type of produce is being sold at the market?,fruit,fruit fruit fruit fruit,fruit fruit fruit,fruit fruit fruit fruit fruit fruit,fruit fruit fruit fruit fruit,fruit fruit fruit fruit fruit fruit fruit fruit fruit fruit fruit,fruit fruit fruit fruit fruit fruit fruit fruit fruit fruit
../data/image/carton/n02971356_17472.JPEG,n02971356_17472,carton,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What is the kitten hiding behind in the picture?,box,box box box box,box box box,box box box box box box,box box box box box,box box box box box box box box box box box,box box box box box box box box box box
../data/image/folding_chair/n03376595_5160.JPEG,n03376595_5160,folding_chair,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What is the person sitting on the chair doing?,nothing,nothing nothing nothing nothing,nothing nothing nothing,nothing nothing nothing nothing nothing nothing,nothing nothing nothing nothing nothing,nothing nothing nothing nothing nothing nothing nothing nothing nothing nothing nothing,nothing nothing nothing nothing nothing nothing nothing nothing nothing nothing
../data/image/folding_chair/n03376595_3725.JPEG,n03376595_3725,folding_chair,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What are the two chairs in the picture used for?,watching,watching watching watching watching,watching watching watching,watching watching watching watching watching watching,watching watching watching watching watching,watching watching watching watching watching watching watching watching watching watching watching,watching watching watching watching watching watching watching watching watching watching
../data/image/folding_chair/n03376595_15910.JPEG,n03376595_15910,folding_chair,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What type of outdoor furniture is shown in the picture?,The outdoor furniture shown in the picture is a wooden chair and table.,The outdoor furniture shown in the picture is a wooden chair and table table table table,The outdoor furniture shown in the picture is a wooden chair and table The outdoor furniture shown in the picture is a wooden chair and table The outdoor furniture shown in the picture is a wooden chair and table,The outdoor furniture shown in the picture is a wooden chair and table table table table table table,The outdoor furniture shown in the picture is a wooden chair and table The outdoor furniture shown in the picture is a wooden chair and table The outdoor furniture shown in the picture is a wooden chair and table The outdoor furniture shown in the picture is a wooden chair and table The outdoor furniture shown in the picture is a wooden chair and table,The outdoor furniture shown in the picture is a wooden chair and table table table table table table table table table table table,The outdoor furniture shown in the picture is a wooden chair and table The outdoor furniture shown in the picture is a wooden chair and table The outdoor furniture shown in the picture is a wooden chair and table The outdoor furniture shown in the picture is a wooden chair and table The outdoor furniture shown in the picture is a wooden chair and table The outdoor furniture shown in the picture is a wooden chair and table The outdoor furniture shown in the picture is a wooden chair and table The outdoor furniture shown in the picture is a wooden chair and table The outdoor furniture shown in the picture is a wooden chair and table The outdoor furniture shown in the picture is a wooden chair and table
../data/image/folding_chair/n03376595_4529.JPEG,n03376595_4529,folding_chair,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What type of chairs are shown in the picture?,folding chairs,folding chairs chairs chairs chairs,folding chairs folding chairs folding chairs,folding chairs chairs chairs chairs chairs chairs,folding chairs folding chairs folding chairs folding chairs folding chairs,folding chairs chairs chairs chairs chairs chairs chairs chairs chairs chairs chairs,folding chairs folding chairs folding chairs folding chairs folding chairs folding chairs folding chairs folding chairs folding chairs folding chairs
../data/image/folding_chair/n03376595_830.JPEG,n03376595_830,folding_chair,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What is the purpose of the striped lounge chair in the outdoor setting?,The purpose of the striped lounge chair in the outdoor setting is to provide a comfortable seating option for relaxation or leisure activities.,The purpose of the striped lounge chair in the outdoor setting is to provide a comfortable seating option for relaxation or leisure activities activities activities activities,The purpose of the striped lounge chair in the outdoor setting is to provide a comfortable seating option for relaxation or leisure activities The purpose of the striped lounge chair in the outdoor setting is to provide a comfortable seating option for relaxation or leisure activities The purpose of the striped lounge chair in the outdoor setting is to provide a comfortable seating option for relaxation or leisure activities,The purpose of the striped lounge chair in the outdoor setting is to provide a comfortable seating option for relaxation or leisure activities activities activities activities activities activities,The purpose of the striped lounge chair in the outdoor setting is to provide a comfortable seating option for relaxation or leisure activities The purpose of the striped lounge chair in the outdoor setting is to provide a comfortable seating option for relaxation or leisure activities The purpose of the striped lounge chair in the outdoor setting is to provide a comfortable seating option for relaxation or leisure activities The purpose of the striped lounge chair in the outdoor setting is to provide a comfortable seating option for relaxation or leisure activities The purpose of the striped lounge chair in the outdoor setting is to provide a comfortable seating option for relaxation or leisure activities,The purpose of the striped lounge chair in the outdoor setting is to provide a comfortable seating option for relaxation or leisure activities activities activities activities activities activities activities activities activities activities activities,The purpose of the striped lounge chair in the outdoor setting is to provide a comfortable seating option for relaxation or leisure activities The purpose of the striped lounge chair in the outdoor setting is to provide a comfortable seating option for relaxation or leisure activities The purpose of the striped lounge chair in the outdoor setting is to provide a comfortable seating option for relaxation or leisure activities The purpose of the striped lounge chair in the outdoor setting is to provide a comfortable seating option for relaxation or leisure activities The purpose of the striped lounge chair in the outdoor setting is to provide a comfortable seating option for relaxation or leisure activities The purpose of the striped lounge chair in the outdoor setting is to provide a comfortable seating option for relaxation or leisure activities The purpose of the striped lounge chair in the outdoor setting is to provide a comfortable seating option for relaxation or leisure activities The purpose of the striped lounge chair in the outdoor setting is to provide a comfortable seating option for relaxation or leisure activities The purpose of the striped lounge chair in the outdoor setting is to provide a comfortable seating option for relaxation or leisure activities The purpose of the striped lounge chair in the outdoor setting is to provide a comfortable seating option for relaxation or leisure activities
../data/image/corkscrew/n03109150_9247.JPEG,n03109150_9247,corkscrew,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What is the purpose of the corkscrew in the picture?,open wine bottle,open wine bottle bottle bottle bottle,open wine bottle open wine bottle open wine bottle,open wine bottle bottle bottle bottle bottle bottle,open wine bottle open wine bottle open wine bottle open wine bottle open wine bottle,open wine bottle bottle bottle bottle bottle bottle bottle bottle bottle bottle bottle,open wine bottle open wine bottle open wine bottle open wine bottle open wine bottle open wine bottle open wine bottle open wine bottle open wine bottle open wine bottle
../data/image/corkscrew/n03109150_4957.JPEG,n03109150_4957,corkscrew,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What are these two items used for?,open bottle,open bottle bottle bottle bottle,open bottle open bottle open bottle,open bottle bottle bottle bottle bottle bottle,open bottle open bottle open bottle open bottle open bottle,open bottle bottle bottle bottle bottle bottle bottle bottle bottle bottle bottle,open bottle open bottle open bottle open bottle open bottle open bottle open bottle open bottle open bottle open bottle
../data/image/corkscrew/n03109150_6998.JPEG,n03109150_6998,corkscrew,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What type of jewelry item is depicted in the picture?,The picture depicts a gold cross necklace.,The picture depicts a gold cross necklace necklace necklace necklace,The picture depicts a gold cross necklace The picture depicts a gold cross necklace The picture depicts a gold cross necklace,The picture depicts a gold cross necklace necklace necklace necklace necklace necklace,The picture depicts a gold cross necklace The picture depicts a gold cross necklace The picture depicts a gold cross necklace The picture depicts a gold cross necklace The picture depicts a gold cross necklace,The picture depicts a gold cross necklace necklace necklace necklace necklace necklace necklace necklace necklace necklace necklace,The picture depicts a gold cross necklace The picture depicts a gold cross necklace The picture depicts a gold cross necklace The picture depicts a gold cross necklace The picture depicts a gold cross necklace The picture depicts a gold cross necklace The picture depicts a gold cross necklace The picture depicts a gold cross necklace The picture depicts a gold cross necklace The picture depicts a gold cross necklace
../data/image/corkscrew/n03109150_24105.JPEG,n03109150_24105,corkscrew,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What is the purpose of the object in the person's hand?,to cut,to cut cut cut cut,to cut to cut to cut,to cut cut cut cut cut cut,to cut to cut to cut to cut to cut,to cut cut cut cut cut cut cut cut cut cut cut,to cut to cut to cut to cut to cut to cut to cut to cut to cut to cut
../data/image/corkscrew/n03109150_12675.JPEG,n03109150_12675,corkscrew,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What tools can be found inside the leather case in the picture?,Swiss Army knife,Swiss Army knife knife knife knife,Swiss Army knife Swiss Army knife Swiss Army knife,Swiss Army knife knife knife knife knife knife,Swiss Army knife Swiss Army knife Swiss Army knife Swiss Army knife Swiss Army knife,Swiss Army knife knife knife knife knife knife knife knife knife knife knife,Swiss Army knife Swiss Army knife Swiss Army knife Swiss Army knife Swiss Army knife Swiss Army knife Swiss Army knife Swiss Army knife Swiss Army knife Swiss Army knife
../data/image/crash_helmet/n03127747_828.JPEG,n03127747_828,crash_helmet,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What type of helmet is depicted in the image?,The helmet depicted in the image is a motorcycle helmet.,The helmet depicted in the image is a motorcycle helmet helmet helmet helmet,The helmet depicted in the image is a motorcycle helmet The helmet depicted in the image is a motorcycle helmet The helmet depicted in the image is a motorcycle helmet,The helmet depicted in the image is a motorcycle helmet helmet helmet helmet helmet helmet,The helmet depicted in the image is a motorcycle helmet The helmet depicted in the image is a motorcycle helmet The helmet depicted in the image is a motorcycle helmet The helmet depicted in the image is a motorcycle helmet The helmet depicted in the image is a motorcycle helmet,The helmet depicted in the image is a motorcycle helmet helmet helmet helmet helmet helmet helmet helmet helmet helmet helmet,The helmet depicted in the image is a motorcycle helmet The helmet depicted in the image is a motorcycle helmet The helmet depicted in the image is a motorcycle helmet The helmet depicted in the image is a motorcycle helmet The helmet depicted in the image is a motorcycle helmet The helmet depicted in the image is a motorcycle helmet The helmet depicted in the image is a motorcycle helmet The helmet depicted in the image is a motorcycle helmet The helmet depicted in the image is a motorcycle helmet The helmet depicted in the image is a motorcycle helmet
../data/image/crash_helmet/n03127747_2581.JPEG,n03127747_2581,crash_helmet,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What type of shoe is being shown in the picture?,sneaker,sneaker sneaker sneaker sneaker,sneaker sneaker sneaker,sneaker sneaker sneaker sneaker sneaker sneaker,sneaker sneaker sneaker sneaker sneaker,sneaker sneaker sneaker sneaker sneaker sneaker sneaker sneaker sneaker sneaker sneaker,sneaker sneaker sneaker sneaker sneaker sneaker sneaker sneaker sneaker sneaker
../data/image/crash_helmet/n03127747_13511.JPEG,n03127747_13511,crash_helmet,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What type of helmet is shown in the picture?,motorcycle helmet,motorcycle helmet helmet helmet helmet,motorcycle helmet motorcycle helmet motorcycle helmet,motorcycle helmet helmet helmet helmet helmet helmet,motorcycle helmet motorcycle helmet motorcycle helmet motorcycle helmet motorcycle helmet,motorcycle helmet helmet helmet helmet helmet helmet helmet helmet helmet helmet helmet,motorcycle helmet motorcycle helmet motorcycle helmet motorcycle helmet motorcycle helmet motorcycle helmet motorcycle helmet motorcycle helmet motorcycle helmet motorcycle helmet
../data/image/crash_helmet/n03127747_10442.JPEG,n03127747_10442,crash_helmet,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What is being reflected in the shiny surface of the motorcycle mirror?,The reflection is of a dog.,The reflection is of a dog dog dog dog,The reflection is of a dog The reflection is of a dog The reflection is of a dog,The reflection is of a dog dog dog dog dog dog,The reflection is of a dog The reflection is of a dog The reflection is of a dog The reflection is of a dog The reflection is of a dog,The reflection is of a dog dog dog dog dog dog dog dog dog dog dog,The reflection is of a dog The reflection is of a dog The reflection is of a dog The reflection is of a dog The reflection is of a dog The reflection is of a dog The reflection is of a dog The reflection is of a dog The reflection is of a dog The reflection is of a dog
../data/image/crash_helmet/n03127747_16787.JPEG,n03127747_16787,crash_helmet,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What type of helmet is shown in the picture?,motorcycle helmet,motorcycle helmet helmet helmet helmet,motorcycle helmet motorcycle helmet motorcycle helmet,motorcycle helmet helmet helmet helmet helmet helmet,motorcycle helmet motorcycle helmet motorcycle helmet motorcycle helmet motorcycle helmet,motorcycle helmet helmet helmet helmet helmet helmet helmet helmet helmet helmet helmet,motorcycle helmet motorcycle helmet motorcycle helmet motorcycle helmet motorcycle helmet motorcycle helmet motorcycle helmet motorcycle helmet motorcycle helmet motorcycle helmet
../data/image/clog/n03047690_397.JPEG,n03047690_397,clog,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What type of slippers are depicted in the picture?,moccasins,moccasins moccasins moccasins moccasins,moccasins moccasins moccasins,moccasins moccasins moccasins moccasins moccasins moccasins,moccasins moccasins moccasins moccasins moccasins,moccasins moccasins moccasins moccasins moccasins moccasins moccasins moccasins moccasins moccasins moccasins,moccasins moccasins moccasins moccasins moccasins moccasins moccasins moccasins moccasins moccasins
../data/image/clog/n03047690_10191.JPEG,n03047690_10191,clog,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What type of footwear is being worn in the picture?,black shoes,black shoes shoes shoes shoes,black shoes black shoes black shoes,black shoes shoes shoes shoes shoes shoes,black shoes black shoes black shoes black shoes black shoes,black shoes shoes shoes shoes shoes shoes shoes shoes shoes shoes shoes,black shoes black shoes black shoes black shoes black shoes black shoes black shoes black shoes black shoes black shoes
../data/image/clog/n03047690_34134.JPEG,n03047690_34134,clog,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What is the woman wearing in the picture?,shoes,shoes shoes shoes shoes,shoes shoes shoes,shoes shoes shoes shoes shoes shoes,shoes shoes shoes shoes shoes,shoes shoes shoes shoes shoes shoes shoes shoes shoes shoes shoes,shoes shoes shoes shoes shoes shoes shoes shoes shoes shoes
../data/image/clog/n03047690_23846.JPEG,n03047690_23846,clog,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What cultural significance do these wooden clogs hold?,"The wooden clogs hold cultural significance in the Netherlands, where they are known as ""klompen"" and are a traditional form of footwear. They are often associated with the Dutch culture and are a symbol of the country's history and heritage. The clogs are also a popular souvenir and are often seen in Dutch museums, gift shops, and other tourist destinations.",The wooden clogs hold cultural significance in the Netherlands Netherlands Netherlands Netherlands,The wooden clogs hold cultural significance in the Netherlands The wooden clogs hold cultural significance in the Netherlands The wooden clogs hold cultural significance in the Netherlands,The wooden clogs hold cultural significance in the Netherlands Netherlands Netherlands Netherlands Netherlands Netherlands,The wooden clogs hold cultural significance in the Netherlands The wooden clogs hold cultural significance in the Netherlands The wooden clogs hold cultural significance in the Netherlands The wooden clogs hold cultural significance in the Netherlands The wooden clogs hold cultural significance in the Netherlands,The wooden clogs hold cultural significance in the Netherlands Netherlands Netherlands Netherlands Netherlands Netherlands Netherlands Netherlands Netherlands Netherlands Netherlands,The wooden clogs hold cultural significance in the Netherlands The wooden clogs hold cultural significance in the Netherlands The wooden clogs hold cultural significance in the Netherlands The wooden clogs hold cultural significance in the Netherlands The wooden clogs hold cultural significance in the Netherlands The wooden clogs hold cultural significance in the Netherlands The wooden clogs hold cultural significance in the Netherlands The wooden clogs hold cultural significance in the Netherlands The wooden clogs hold cultural significance in the Netherlands The wooden clogs hold cultural significance in the Netherlands
../data/image/clog/n03047690_2681.JPEG,n03047690_2681,clog,"Please generate a question based on this picture. For example, 'What is in this picture' or 'What is on the table in the picture'. The question needs to be related to the picture and be a question. Do not copy the example, you need to write new content.",What seems to be the reason for the person's leg being in a cast?,broken leg,broken leg leg leg leg,broken leg broken leg broken leg,broken leg leg leg leg leg leg,broken leg broken leg broken leg broken leg broken leg,broken leg leg leg leg leg leg leg leg leg leg leg,broken leg broken leg broken leg broken leg broken leg broken leg broken leg broken leg broken leg broken leg
